"prob1","prob2","distance"
0.00337024412327051,0.114601985338747,1.93655938290255
0.00283258316808954,0.09703426531564,1.82067999010976
0.002734492634783,0.0893431584150844,1.93288431519338
0.00260456920308744,0.0689149314821155,1.85620601569575
0.00286134540016586,0.0465259840701351,1.84424872511504
0.00248222569793697,0.0325942345742097,1.96803785263501
0.00391842413519064,0.129426761542805,1.94131558657603
0.00318290170081566,0.0700268347283545,1.95086148597741
0.00923999600826293,0.15513119283589,1.92201887449382
0.0102116198906577,0.149400412588959,1.75545451761109
0.0108639324557422,0.153193439908964,1.85744498232644
0.0151013026326273,0.165999485912117,1.84790786188769
0.0154695123044336,0.157196236836876,1.85621653186497
0.0148942157613138,0.167229023548999,1.91194700868868
0.0129953142125709,0.150696104435078,1.73267983731164
0.0130471284127337,0.164308053187348,1.87972516374286
0.0126151531091853,0.162582318422368,1.87931696316601
0.0120841052095501,0.163599380168421,1.99230211452849
0.0124404602957494,0.159429601122785,1.94621706933352
0.0131705535972457,0.14853585851339,1.93708017973813
0.0093674887362633,0.141328554403021,1.93656905735377
0.00871306930999166,0.143752551055937,1.87111717970142
0.00807034651118311,0.150176168801641,1.96891070072182
0.00689392361209206,0.123622718665366,1.78845096347219
0.00604579943583266,0.123137736922431,1.92483370241199
0.00632449741078162,0.12460690743524,1.92313034465847
0.0064428235486919,0.10598160654072,1.60882607819752
0.00641458287041831,0.0959986770993228,1.69474751530712
0.00652618400141541,0.095650571543752,1.62034314498693
0.00618092775947616,0.0873282516525418,1.74511051738743
0.00835580461527632,0.110794864594614,1.80714885506245
0.00865286018851175,0.115142472790899,1.52741883928191
0.0107360388867444,0.11073788184015,1.55428319019017
0.0125678994344796,0.107259865884033,1.41254877032272
0.0130892336475149,0.112808941830685,1.64348187108272
0.0148224381918255,0.113224056433035,1.47088618635126
0.0156983146268659,0.122989022039922,1.59626001879897
0.0159533165533092,0.126325572270667,1.62657887139119
0.0168046021861268,0.112372741210633,1.40600362942451
0.0214189076753091,0.119198160732598,1.38210941373597
0.0219878533882651,0.124145617576241,1.43685499927128
